icsa_id,icsa_url,icsa_release,icsa_update,icsa_description,icsa_is_update,icsa_vendor,icsa_oneliner
ICSA-15-022-01,https://www.us-cert.gov/ics/advisories/ICSA-15-022-01,2015-01-22,2018-08-29,Siemens SIMATIC S7-1200 CPU Web Vulnerability,1,Siemens," Siemens has identified an open redirect vulnerability in the SIMATIC S7-1200 CPU family. This vulnerability was reported directly to Siemens by Ralf Spenneberg, Hendrik Schwartke, and Maik Brüggemann from OpenSource Training. Siemens has produced an update that mitigates this vulnerability. This vulnerability could be exploited remotely."
ICSA-15-027-01,https://www.us-cert.gov/ics/advisories/ICSA-15-027-01,2015-01-27,2018-08-29,Magnetrol HART DTM Vulnerability,1,Magnetrol," Alexander Bolshev of Digital Security has identified an improper input validation vulnerability in the CodeWrights GmbH HART Device Type Manager (DTM) library extension utilized by some Magnetrol products. CodeWrights GmbH has updated its software library to mitigate this vulnerability. Magnetrol has integrated this update and released its revised library extensions."
ICSA-15-027-02,https://www.us-cert.gov/ics/advisories/ICSA-15-027-02,2015-01-27,2018-08-29,Schneider Electric Multiple Products Buffer Overflow Vulnerability,1,Schneider Electric," NCCIC/ICS-CERT received a report from Ariele Caltabiano (kimiya) with HP’s Zero Day Initiative (ZDI) concerning a buffer overflow vulnerability in Schneider Electric’s SoMove Lite software package. While addressing this vulnerability, Schneider Electric identified multiple vulnerable Schneider Electric products. Schneider Electric has produced a patch that mitigates this vulnerability. This vulnerability could be exploited remotely."
ICSA-15-029-01,https://www.us-cert.gov/ics/advisories/ICSA-15-029-01,2015-01-29,2018-08-29,Honeywell HART DTM Vulnerability,1,Honeywell," Alexander Bolshev of Digital Security has identified an improper input vulnerability in the CodeWrights GmbH HART Device Type Manager (DTM) library used in Honeywell’s HART DTM. CodeWrights GmbH has addressed the vulnerability with a new library, which Honeywell validated and released for the impacted products."
ICSA-15-034-01,https://www.us-cert.gov/ics/advisories/ICSA-15-034-01,2015-02-03,2018-08-29,Siemens SCALANCE X-200IRT Switch Family User Impersonation Vulnerability,1,Siemens," Siemens has identified a user impersonation vulnerability in its SCALANCE X-200IRT Switch Family. Siemens has produced a firmware update that mitigates this vulnerability. This vulnerability could be exploited remotely."
ICSA-15-034-02,https://www.us-cert.gov/ics/advisories/ICSA-15-034-02,2015-02-03,2018-08-29,Siemens Ruggedcom WIN Vulnerability,1,Siemens," IOActive has coordinated with Siemens regarding multiple vulnerabilities in the Ruggedcom WIN firmware. Siemens has produced firmware updates that mitigates these vulnerabilities. These vulnerabilities could be exploited remotely if there is network access to the affected service."
ICSA-15-036-01A,https://www.us-cert.gov/ics/advisories/ICSA-15-036-01A,2015-03-24,2018-08-27,GE and MACTek HART Device DTM Vulnerability (Update A),1,"GE, MACTek"," This updated advisory is a follow-up to the original advisory titled ICSA-15-036-01 GE and MACTek HART Device DTM Vulnerability that was published February 5, 2015, on the NCCIC/ICS-CERT web site. Alexander Bolshev and Svetlana Cherkasova of Digital Security have identified an improper input vulnerability in the HART Device Type Manager (DTM) library utilized in GE and MACTek’s HART Device DTM. GE has addressed the vulnerability with a new library, which both companies have begun to integrate. GE has tested the new library to validate that it resolves the vulnerability."
ICSA-15-036-02,https://www.us-cert.gov/ics/advisories/ICSA-15-036-02,2015-02-05,2018-10-30,Pepperl+Fuchs Hart Device DTM Vulnerability,0,PEPPERL+FUCHS," Alexander Bolshev of Digital Security has identified an improper input vulnerability in the CodeWrights GmbH HART Device Type Manager (DTM) library utilized in PEPPERL+FUCHS HART Device DTM. CodeWrights GmbH has addressed the vulnerability with a new library, which Pepperl+Fuchs has begun to integrate."
ICSA-15-041-01,https://www.us-cert.gov/ics/advisories/ICSA-15-041-01,2015-02-10,2018-08-29,Advantech EKI-1200 Buffer Overflow,1,Advantech," Enrique Nissim and Pablo Lorenzzato from Core Security Engineering Team have identified a buffer overflow vulnerability in Advantech EKI-1200 product line. Advantech has produced a patch that mitigates this vulnerability. CORE Security has tested the patch to validate that it resolves the vulnerability. This vulnerability could be exploited remotely."
ICSA-15-041-02,https://www.us-cert.gov/ics/advisories/ICSA-15-041-02,2015-03-10,2018-08-27,GE Hydran M2 Predictable TCP Initial Sequence Vulnerability,0,GE," This advisory was originally posted to the US-CERT secure Portal library on February 10, 2015, and is being released to the NCCIC/ICS-CERT web site. Raheem Beyah, David Formby, and San Shin Jung of Georgia Tech, via a research project partially sponsored by the Georgia Tech National Electric Energy Testing Research and Applications Center, identified a predictable TCP sequence vulnerability in GE Digital Energy’s Hydran M2 device, containing the 17046 Ethernet option. The vulnerability has been eliminated from products released after October 2014. This vulnerability could be exploited remotely."
ICSA-15-048-01,https://www.us-cert.gov/ics/advisories/ICSA-15-048-01,2015-02-17,2018-08-29,Siemens SIMATIC STEP 7 TIA Portal Vulnerabilities,1,Siemens," Aleksandr Timorin from Positive Technologies has identified authentication vulnerabilities in the Siemens SIMATIC STEP 7 TIA Portal application. Siemens has produced a service pack that mitigates these vulnerabilities."
ICSA-15-048-02,https://www.us-cert.gov/ics/advisories/ICSA-15-048-02,2015-02-17,2018-08-29,Siemens SIMATIC WinCC TIA Portal Vulnerabilities,1,Siemens," Gleb Gritsai, Roman Ilin, Aleksandr Tlyapov, and Sergey Gordeychik from Positive Technologies have identified authentication vulnerabilities in the Siemens SIMATIC WinCC TIA Portal application. Siemens has produced a service pack that mitigates these vulnerabilities. These vulnerabilities could be exploited remotely."
ICSA-15-048-03,https://www.us-cert.gov/ics/advisories/ICSA-15-048-03,2015-02-17,2018-08-27,Yokogawa HART Device DTM Vulnerability,1,Yokogawa," Alexander Bolshev of Digital Security has identified an improper input vulnerability in the CodeWrights GmbH HART Device Type Manager (DTM) library utilized in Yokogawa’s HART Device DTM. CodeWrights GmbH has addressed the vulnerability with a new library, which both companies have begun to integrate."
ICSA-15-050-01A,https://www.us-cert.gov/ics/advisories/ICSA-15-050-01A,2015-02-19,2018-08-27,Siemens SIMATIC STEP 7 TIA Portal Vulnerabilities (Update A),1,Siemens," This updated advisory is a follow-up to the original advisory titled ICSA-15-050-01 Siemens SIMATIC STEP 7 TIA Portal Vulnerabilities that was published February 19, 2015, on the NCCIC/ICS-CERT web site. Siemens has identified two vulnerabilities in its SIMATIC STEP 7 (TIA Portal). Siemens has produced a patch that mitigates these vulnerabilities. These vulnerabilities were initially disclosed to Siemens by the Quarkslab team and Dmitry Sklyarov with PT-Security. One of the vulnerabilities is remotely exploitable."
ICSA-15-055-01,https://www.us-cert.gov/ics/advisories/ICSA-15-055-01,2015-02-24,2018-08-27,Software Toolbox Top Server Resource Exhaustion Vulnerability,1,Software Toolbox," Adam Crain of Automatak and Chris Sistrunk of Mandiant have identified a resource exhaustion vulnerability in the Software Toolbox Top Server application. Software Toolbox has produced a new version that mitigates this vulnerability. This vulnerability could be exploited remotely."
ICSA-15-055-02,https://www.us-cert.gov/ics/advisories/ICSA-15-055-02,2015-02-24,2018-08-29,Kepware Resource Exhaustion Vulnerability,1,Kepware Technologies," Adam Crain of Automatak and Chris Sistrunk of Mandiant have identified a resource exhaustion vulnerability in the Kepware Technologies’ DNP Master Driver for the KEPServerEX Communications Platform. Kepware Technologies has produced a new version that mitigates this vulnerability. This vulnerability could be exploited remotely."
ICSA-15-055-03,https://www.us-cert.gov/ics/advisories/ICSA-15-055-03,2015-02-24,2018-08-29,Schneider Electric Invensys Positioner Buffer Overflow Vulnerability,1,Schneider Electric," Ivan Sanchez from Nullcode Team has identified a buffer overflow security vulnerability in the DTM (Device Type Manager) software for Schneider Electric’s Invensys SRD Control Valve Positioner product line. Schneider Electric has produced a new version that mitigates this vulnerability."
ICSA-15-057-01,https://www.us-cert.gov/ics/advisories/ICSA-15-057-01,2015-02-26,2018-08-29,Network Vision IntraVue Code Injection Vulnerability,1,Network Vision," Researcher Jürgen Bilberger from Daimler TSS GmbH has identified a code injection vulnerability in Network Vision’s IntraVue software. Network Vision has produced a new version that mitigates this vulnerability. This vulnerability could be exploited remotely."
ICSA-15-062-01,https://www.us-cert.gov/ics/advisories/ICSA-15-062-01,2015-03-03,2018-08-27,MICROSYS PROMOTIC Stack Buffer Overflow,1,MICROSYS," An anonymous researcher working with HP’s Zero Day Initiative has identified a stack-based buffer overflow vulnerability in the MICROSYS, spol. s r.o. PROMOTIC application. MICROSYS, spol. s r.o. has produced a new version that mitigates this vulnerability. This vulnerability could be exploited remotely."
ICSA-15-062-02,https://www.us-cert.gov/ics/advisories/ICSA-15-062-02,2015-03-19,2018-08-27,Rockwell Automation FactoryTalk DLL Hijacking Vulnerabilities,1,Rockwell Automation," This advisory was originally posted to the US-CERT secure Portal library on March 3, 2015, and is being released to the NCCIC/ICS-CERT web site. Ivan Sanchez of NullCode &amp; Evilcode Team has identified multiple DLL Hijacking vulnerabilities in a software component included with Rockwell Automation’s FactoryTalk View Studio product. Rockwell Automation determined a similar vulnerability also affects the FactoryTalk Services Platform used with other FactoryTalk-branded software. Rockwell Automation has produced a patch that mitigates the vulnerabilities in the affected products."
ICSA-15-064-01A,https://www.us-cert.gov/ics/advisories/ICSA-15-064-01A,2015-04-23,2018-08-27,"Siemens SIMATIC HMI Basic, SINUMERIK, and Ruggedcom APE GHOST Vulnerability (Update A)",1,Siemens," This updated advisory is a follow-up to the original advisory titled ICSA-15-064-01 Siemens SIMATIC HMI Basic, SINUMERIK, and Ruggedcom APE GHOST Vulnerability that was published March 5, 2015, on the NCCIC/ICS-CERT web site. The “GHOST”a vulnerability in the glibc library affects the Siemens SINUMERIK and SIMATIC HMI Basic applications. Siemens has produced an update for SINUMERIK that mitigates this vulnerability."
ICSA-15-064-02A,https://www.us-cert.gov/ics/advisories/ICSA-15-064-02A,2015-04-23,2018-08-27,"Siemens SIMATIC ProSave, SIMATIC CFC, SIMATIC STEP 7, SIMOTION Scout, and STARTER Insufficiently Qualified Paths (Update A)",1,Siemens," This updated advisory is a follow-up to the original advisory titled ICSA-15-064-02 Siemens SIMATIC ProSave, SIMATIC CFC, SIMATIC STEP 7, SIMOTION Scout, and STARTER Insufficiently Qualified Paths that was published March 5, 2015, on the NCCIC/ICS-CERT web site. Ivan Sanchez from WiseSecurity Team has identified a search path vulnerability in the Siemens SIMATIC ProSave, SIMATIC CFC, SIMATIC STEP 7, SIMOTION Scout, and STARTER applications. Siemens has produced updates for each of these products that mitigates this vulnerability."
ICSA-15-064-03,https://www.us-cert.gov/ics/advisories/ICSA-15-064-03,2015-03-05,2018-08-27,Siemens SPC Controller Series Denial-of-Service Vulnerability,1,Siemens," Davide Peruzzi of GoSecure! has identified a denial-of-service (DoS) vulnerability in the Siemens SPC Controllers. Siemens has produced an update that mitigates this vulnerability. This vulnerability could be exploited remotely."
